time(s)	cellId	rnti	lcid	packetSize
8.637	1	1	3	19
8.639	3	4	3	167
8.649	3	1	3	302
8.659	1	3	3	191
8.66	1	4	3	128
8.66	1	2	3	191
8.661	1	1	3	128
8.662	1	4	3	64
8.664	3	4	3	445
8.669	3	1	3	191
8.684	3	4	3	302
8.694	3	1	3	255
8.699	1	4	3	255
8.699	1	3	3	255
8.699	1	2	3	255
8.699	1	1	3	64
8.704	3	4	3	191
8.705	1	1	3	128
8.717	3	1	3	175
8.724	3	4	3	255
8.735	1	4	3	175
8.735	1	3	3	175
8.735	1	2	3	175
8.735	1	1	3	128
8.742	3	1	3	112
8.744	3	4	3	175
8.764	3	4	3	112
8.766	3	1	3	112
8.77	1	4	3	112
8.77	1	3	3	112
8.77	1	2	3	112
8.77	1	1	3	111
8.774	1	1	3	83
8.783	1	1	3	64
8.784	3	4	3	112
8.785	3	1	3	112
8.8	1	4	3	112
8.8	1	3	3	112
8.8	1	2	3	112
8.804	3	4	3	112
8.805	3	1	3	167
8.829	3	4	3	167
8.83	3	1	3	167
8.84	1	4	3	112
8.84	1	3	3	112
8.84	1	2	3	112
8.84	1	1	3	191
8.846	1	1	3	64
8.849	3	4	3	167
8.85	3	1	3	167
8.869	3	4	3	167
8.873	1	4	3	167
8.873	1	3	3	167
8.873	1	2	3	167
8.875	3	1	3	167
8.894	3	4	3	167
8.906	3	1	3	223
8.914	1	3	3	167
8.914	1	2	3	167
8.914	1	1	3	111
8.916	1	4	3	167
8.916	1	1	3	202
8.919	3	4	3	223
8.926	3	1	3	167
8.939	3	4	3	167
8.951	1	4	3	167
8.951	1	3	3	167
8.951	1	2	3	167
8.956	3	1	3	445
8.959	3	4	3	382
8.96	3	4	3	64
8.979	3	4	3	247
8.979	3	1	3	302
8.983	1	3	3	167
8.983	1	2	3	167
8.984	1	4	3	167
9.009	3	1	3	191
9.019	1	4	3	223
9.019	1	3	3	223
9.019	1	2	3	167
9.02	1	2	3	56
9.029	3	1	3	255
9.054	3	1	3	175
9.056	1	4	3	167
9.056	1	3	3	167
9.056	1	2	3	167
9.073	3	1	3	112
9.092	1	4	3	445
9.092	1	3	3	445
9.092	1	2	3	445
9.098	3	1	3	112
9.123	3	1	3	112
9.127	1	4	3	302
9.127	1	3	3	302
9.127	1	2	3	302
9.149	1	3	3	191
9.15	1	4	3	128
9.15	1	2	3	191
9.152	1	4	3	64
9.153	3	1	3	167
9.175	1	4	3	255
9.175	1	3	3	255
9.175	1	2	3	255
9.175	1	1	3	56
9.178	3	1	3	167
9.203	3	1	3	167
9.206	1	4	3	175
9.206	1	3	3	175
9.206	1	2	3	175
9.233	3	1	3	167
9.237	1	4	3	112
9.237	1	3	3	112
9.237	1	2	3	112
9.237	1	1	3	56
9.264	3	1	3	223
9.266	1	4	3	112
9.266	1	3	3	112
9.266	1	2	3	112
9.277	1	1	3	56
9.294	3	1	3	167
9.296	1	4	3	112
9.296	1	3	3	112
9.296	1	2	3	167
9.297	1	1	3	56
9.324	3	1	3	445
9.334	1	3	3	167
9.344	3	1	3	302
9.346	1	4	3	167
9.346	1	2	3	167
9.346	1	1	3	111
9.348	1	1	3	3
9.352	1	3	3	112
9.354	1	3	3	56
9.369	3	1	3	191
9.379	1	4	3	112
9.379	1	3	3	167
9.379	1	2	3	112
9.386	1	4	3	56
9.386	1	2	3	56
9.388	3	1	3	255
9.391	1	1	3	56
9.413	3	1	3	175
9.417	1	4	3	167
9.417	1	3	3	167
9.417	1	2	3	167
9.418	1	1	3	56
9.433	3	1	3	112
9.451	1	3	3	223
9.452	1	4	3	167
9.452	1	2	3	167
9.452	1	1	3	56
9.463	3	1	3	112
9.487	3	1	3	112
9.492	1	3	3	167
9.492	1	2	3	167
9.492	1	1	3	111
9.493	1	4	3	223
9.493	1	1	3	3
9.506	3	1	3	167
9.531	3	1	3	167
9.533	1	4	3	155
9.533	1	3	3	445
9.533	1	2	3	223
9.533	1	1	3	56
9.534	1	4	3	14
9.551	3	1	3	167
9.568	1	4	3	382
9.568	1	3	3	302
9.568	1	2	3	167
9.57	1	4	3	64
9.57	1	1	3	56
9.576	3	1	3	167
9.601	3	1	3	223
9.604	1	3	3	191
9.605	1	4	3	155
9.605	1	2	3	382
9.605	1	1	3	56
9.606	1	4	3	149
9.621	3	1	3	167
9.634	1	4	3	128
9.634	1	3	3	255
9.634	1	2	3	310
9.635	1	1	3	111
9.637	1	4	3	64
9.637	1	1	3	3
9.641	3	1	3	445
9.666	3	1	3	302
9.678	1	4	3	255
9.678	1	3	3	175
9.678	1	2	3	167
9.678	1	1	3	111
9.679	1	1	3	3
9.686	1	1	3	56
9.686	3	1	3	191
9.71	3	1	3	255
9.72	1	4	3	155
9.72	1	3	3	167
9.72	1	2	3	167
9.72	1	1	3	56
9.721	1	4	3	22
9.735	3	1	3	175
9.755	1	4	3	112
9.755	1	3	3	167
9.755	1	2	3	167
9.757	1	4	3	56
9.765	3	1	3	112
9.785	1	4	3	167
9.785	1	3	3	167
9.785	1	2	3	223
9.789	3	1	3	112
9.816	1	4	3	167
9.816	1	3	3	167
9.816	1	2	3	167
9.816	1	1	3	318
9.818	3	1	3	112
9.848	3	1	3	167
9.86	1	4	3	167
9.86	1	3	3	167
9.86	1	2	3	445
9.86	1	1	3	111
9.861	1	1	3	19
9.867	1	1	3	64
9.868	1	1	3	56
9.868	3	1	3	167
9.898	3	1	3	167
9.9	1	4	3	167
9.9	1	3	3	167
9.9	1	2	3	302
9.901	1	1	3	56
9.918	3	1	3	167
9.938	1	4	3	167
9.938	1	3	3	167
9.938	1	2	3	191
9.938	1	1	3	111
9.939	1	1	3	3
9.943	3	1	3	223
9.969	3	1	3	167
9.972	1	4	3	167
9.972	1	3	3	223
9.972	1	2	3	255
9.972	1	1	3	56
9.982	1	1	3	56
9.999	3	1	3	445
